COUNTRY;ISO;REGION;CATEGORY;MEASURE;DATE IMPLEMENTED;SOURCE;LINK
Viet Nam;VNM;Asia;Movement restrictions;Additional health/documents requirements upon arrival;25/01/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Govt-demands-highest-focus-on-novel-coronavirus-prevention/20201/38597.vgp
Afghanistan;AFG;Asia;Public health measures;Health screenings in airports and border crossings;26/01/2020;Afghanistan MoPH;https://www.facebook.com/af.moph/posts/1006458563056656?__tn__=-R 
Canada;CAN;Americas;Public health measures;General recommendations;26/01/2020;Government of Canada;https://www.canada.ca/en/global-affairs/news/2020/01/statement-by-foreign-affairs-minister-on-travel-to-hubei-province-in-china.html
Djibouti;DJI;Africa;Public health measures;Health screenings in airports and border crossings;26/01/2020;Ministere de la Santé Djibouti;https://www.facebook.com/photo/?fbid=2834792943226288&set=a.1390385961000334
Guyana;GUY;Americas;Public health measures;Health screenings in airports and border crossings;26/01/2020;Department of Public Information;https://dpi.gov.gy/moph-to-begin-training-corona-virus-detection-training/
Indonesia;IDN;Asia;Public health measures;General recommendations;26/01/2020;Indonesia MoFA;https://kemlu.go.id/portal/id/read/992/siaran_pers/imbauan-upaya-pencegahan-dari-penyebaran-virus-corona-yang-berasal-dari-wuhan-rrt 
Indonesia;IDN;Asia;Public health measures;Awareness campaigns;26/01/2020;Indonesia MoFA;https://kemlu.go.id/portal/id/read/992/siaran_pers/imbauan-upaya-pencegahan-dari-penyebaran-virus-corona-yang-berasal-dari-wuhan-rrt 
Thailand;THA;Asia;Public health measures;Awareness campaigns;26/01/2020;Thailand MoPH;https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no7_260163.pdf
Thailand;THA;Asia;Public health measures;General recommendations;26/01/2020;Thailand MoPH;https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no7_260163.pdf
Afghanistan;AFG;Asia;Movement restrictions;International flights suspension;27/01/2020;Afghanistan MoPH;https://www.facebook.com/af.moph/photos/a.462598094109375/1007117789657400/?type=3&theater
Afghanistan;AFG;Asia;Public health measures;Health screenings in airports and border crossings;27/01/2020;Afghanistan MoPH;https://www.facebook.com/af.moph/photos/a.462598094109375/1007117789657400/?type=3&theater
Barbados;BRB;Americas;Public health measures;Awareness campaigns;27/01/2020;MoH;https://gisbarbados.gov.bb/blog/avoid-non-essential-travel-to-hubei-province/
China;CHN;Asia;Movement restrictions;Domestic travel restrictions;27/01/2020;Ministry of Health;http://en.nhc.gov.cn/2020-03/11/c_77645.htm
Israel;ISR;Middle East;Governance and socio-economic measures;Emergency administrative structures activated or established;27/01/2020;MoH;https://www.gov.il/en/departments/news/27012020_3
Italy;ITA;Europe;Public health measures;Awareness campaigns;27/01/2020;Ministry of Health;http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5382
Lithuania;LTU;Europe;Movement restrictions;Border checks ;27/01/2020;LRT news;https://www.lrt.lt/en/news-in-english/19/1137153/lithuanian-border-guards-to-monitor-cars-amid-coronavirus-outbreak
Mongolia;MNG;Asia;Social distancing;Schools closure ;27/01/2020;IOM DTM;https://reliefweb.int/sites/reliefweb.int/files/resources/MGL-FM-COVID19-V2_R18-16Mar20_EN_0.pdf
Bahamas;BHS;Americas;Public health measures;Strengthening the public health system;28/01/2020;Ministry of Health;http://www.bahamas.gov.bs/wps/wcm/connect/ed400a4a-ce0e-4203-8c39-2496fbf5ccdf/PRESS+RELEASE+-+nCoV+2019+-+update+%233.pdf?MOD=AJPERES
Cuba;CUB;Americas;Governance and socio-economic measures;Emergency administrative structures activated or established;28/01/2020;US Embassy;https://cu.usembassy.gov/covid-19-information/
Guyana;GUY;Americas;Public health measures;Isolation and quarantine policies;28/01/2020;Department of Public Information;https://dpi.gov.gy/cabinet-briefed-on-guyanas-preparedness-to-deal-with-coronavirus/
Iran;IRN;Middle East;Public health measures;Strengthening the public health system;28/01/2020;Iran MoFA;https://en.mfa.ir/files/Pdf/0572457-newsExportfeded845646746048e1d3241eb8ab223.pdf
Iran;IRN;Middle East;Public health measures;General recommendations;28/01/2020;Iran MoFA;https://en.mfa.ir/files/Pdf/0572457-newsExportfeded845646746048e1d3241eb8ab223.pdf
Japan;JPN;Asia;Public health measures;Strengthening the public health system;28/01/2020;Japan MoFA;https://www.mofa.go.jp/press/release/press4e_002765.html
Singapore;SGP;Asia;Public health measures;Isolation and quarantine policies;28/01/2020;Singapore ECDA;https://www.ecda.gov.sg/PressReleases/Pages/Advisory-New-Precautionary-Measure-Leave-Of-Absence-for-Preschool-Staff-and-Children-Returning-From-China.aspx
Singapore;SGP;Asia;Movement restrictions;Surveillance and monitoring;28/01/2020;Singapore ECDA;https://www.ecda.gov.sg/PressReleases/Pages/Advisory-New-Precautionary-Measure-Leave-Of-Absence-for-Preschool-Staff-and-Children-Returning-From-China.aspx
Viet Nam;VNM;Asia;Governance and socio-economic measures;Economic measures;28/01/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Govt-issues-directive-on-novel-coronavirus-prevention-and-control/20201/38600.vgp
Viet Nam;VNM;Asia;Governance and socio-economic measures;Emergency administrative structures activated or established;28/01/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Govt-issues-directive-on-novel-coronavirus-prevention-and-control/20201/38600.vgp
Viet Nam;VNM;Asia;Governance and socio-economic measures;Emergency administrative structures activated or established;28/01/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Fighting-nCoV-epidemic-is-top-task-now-says-Deputy-PM/20202/38632.vgp
Bhutan;BTN;Asia;Public health measures;General recommendations;29/01/2020;Ministry of Health, Royal Government of Bhutan;http://www.moh.gov.bt/travel-advisory-pertaining-to-2019-ncov-outbreak-in-china/
Bhutan;BTN;Asia;Movement restrictions;Surveillance and monitoring;29/01/2020;Ministry of Health, Royal Government of Bhutan;http://www.moh.gov.bt/travel-advisory-pertaining-to-2019-ncov-outbreak-in-china/
Bhutan;BTN;Asia;Public health measures;General recommendations;29/01/2020;Ministry of Health, Royal Government of Bhutan;http://www.moh.gov.bt/travel-advisory-pertaining-to-2019-ncov-outbreak-in-china/
Central African Republic;CAF;Africa;Movement restrictions;Additional health/documents requirements upon arrival;29/01/2020;FAAPA;http://www.faapa.info/blog/des-mesures-en-centrafrique-contre-lepidemie-de-coronavirus/
China;CHN;Asia;Social distancing;Limit public gatherings;29/01/2020;Ministry of Health;http://en.nhc.gov.cn/2020-03/11/c_77645.htm
Dominica;DMA;Americas;Public health measures;Strengthening the public health system;29/01/2020;Dominica News Online;https://dominicanewsonline.com/news/homepage/health-officials-address-corona-virus-concerns-outlines-measures-to-ensure-safety/
Dominica;DMA;Americas;Governance and socio-economic measures;Economic measures;29/01/2020;Dominica News Online;https://dominicanewsonline.com/news/homepage/news/update-with-video-govt-sends-cash-to-assist-dominican-students-in-wuhan-city-amid-deadly-virus-scare/
Israel;ISR;Middle East;Public health measures;General recommendations;29/01/2020;MoH;https://www.gov.il/en/departments/news/29012020_5
Mauritania;MRT;Africa;Public health measures;Awareness campaigns;29/01/2020;Ministry of Health;http://www.sante.gov.mr/?p=3517
Morocco;MAR;Africa;Public health measures;General recommendations;29/01/2020;Département de la Communication Morocco;http://www.maroc.ma/en/news/no-coronavirus-case-reported-morocco-ministry
Seychelles;SYC;Africa;Movement restrictions;International flights suspension;29/01/2020;Seychelles DFA and MoH;http://www.mfa.gov.sc/static.php?content_id=36&news_id=1962
Seychelles;SYC;Africa;Public health measures;General recommendations;29/01/2020;Seychelles DFA and MoH;http://www.mfa.gov.sc/static.php?content_id=36&news_id=1962
Singapore;SGP;Asia;Movement restrictions;Visa restrictions;29/01/2020;Singapore MoH;https://www.moh.gov.sg/news-highlights/details/additional-precautionary-measures-to-minimise-risk-of-community-spread-in-singapore
Singapore;SGP;Asia;Public health measures;General recommendations;29/01/2020;SFA;https://www.sfa.gov.sg/docs/default-source/default-document-library/advisory-to-food-establishments_final.pdf
Singapore;SGP;Asia;Governance and socio-economic measures;Economic measures;29/01/2020;Singapore MoH;https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/quarantine-order-allowance-scheme-(for-web).pdf
Tunisia;TUN;Africa;Public health measures;Health screenings in airports and border crossings;29/01/2020;ONMNE;https://www.facebook.com/pg/ONMNE/posts/?ref=page_internal 
Tunisia;TUN;Africa;Public health measures;Testing policy;29/01/2020;ONMNE;https://www.facebook.com/pg/ONMNE/posts/?ref=page_internal 
Tunisia;TUN;Africa;Movement restrictions;Additional health/documents requirements upon arrival;29/01/2020;ONMNE;https://www.facebook.com/pg/ONMNE/posts/?ref=page_internal 
Tunisia;TUN;Africa;Public health measures;Isolation and quarantine policies;29/01/2020;ONMNE;https://www.facebook.com/pg/ONMNE/posts/?ref=page_internal 
Viet Nam;VNM;Asia;Movement restrictions;Surveillance and monitoring;29/01/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Hotlines-for-citizen-protection-amid-coronavirus-outbreak/20201/38602.vgp
Brunei Darussalam;BRN;Asia;Public health measures;Isolation and quarantine policies;30/01/2020;Brunei MoH;http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/MEDIA%20STATEMENT%20ON%20THE%20CURRENT%20SITUATION%20OF%20THE%20COVID-19%20IN%20BRUNEI%20DARUSSALAM%20-%2019.03.2020.pdf
Brunei Darussalam;BRN;Asia;Social distancing;Limit public gatherings;30/01/2020;Brunei MoH;http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/MEDIA%20STATEMENT%20ON%20THE%20CURRENT%20SITUATION%20OF%20THE%20COVID-19%20IN%20BRUNEI%20DARUSSALAM%20-%2019.03.2020.pdf
Marshall Islands;MHL;Pacific;Movement restrictions;Visa restrictions;30/01/2020;RNZ;https://www.rnz.co.nz/international/pacific-news/413348/marshall-islands-extends-travel-ban-for-another-month
Philippines;PHL;Asia;Public health measures;Testing policy;30/01/2020;Department of Health;https://www.doh.gov.ph/sites/default/files/basic-page/2019-nCoV-Advisory-No2.pdf
Singapore;SGP;Asia;Governance and socio-economic measures;Economic measures;30/01/2020;Singapore MoTI;https://www.sgpc.gov.sg/sgpcmedia/media_releases/mti/press_release/P-20200130-5/attachment/Press%20release%20on%20issuance%20of%20letters%20by%20the%20Price%20Controller%20to%20sellers%20that%20have%20received%20consumer%20complaints%2030%20Jan.pdf
Tunisia;TUN;Africa;Public health measures;Awareness campaigns;30/01/2020;ONMNE;https://www.facebook.com/ONMNE/photos/pcb.2690052717740904/2690051907740985/?type=3&theater
United States of America;USA;Americas;Public health measures;Awareness campaigns;30/01/2020;HHS;https://www.cdc.gov/media/releases/2020/p0130-coronavirus-spread.html
Viet Nam;VNM;Asia;Public health measures;General recommendations;30/01/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Coronavirus-update-Govt-demands-high-sense-of-responsibility-for-nCoV-combat/20201/38614.vgp
Viet Nam;VNM;Asia;Public health measures;General recommendations;30/01/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Coronavirus-update-Govt-demands-high-sense-of-responsibility-for-nCoV-combat/20201/38614.vgp
Viet Nam;VNM;Asia;Movement restrictions;Surveillance and monitoring;30/01/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Coronavirus-update-Govt-demands-high-sense-of-responsibility-for-nCoV-combat/20201/38614.vgp
Viet Nam;VNM;Asia;Movement restrictions;Visa restrictions;30/01/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Coronavirus-update-Govt-demands-high-sense-of-responsibility-for-nCoV-combat/20201/38614.vgp
Viet Nam;VNM;Asia;Movement restrictions;International flights suspension;30/01/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Coronavirus-update-Govt-demands-high-sense-of-responsibility-for-nCoV-combat/20201/38614.vgp
Albania;ALB;Europe;Public health measures;Strengthening the public health system;31/01/2020;"Albanian Government  ""legal acts""";https://coronavirus.al/akte-ligjore/
Armenia;ARM;Asia;Public health measures;Awareness campaigns;31/01/2020;Government of the Republic of Armenia;https://www.gov.am/en/news/item/9668/
Bhutan;BTN;Asia;Movement restrictions;Domestic travel restrictions;31/01/2020;Ministry of Agriculture and Forest;https://www.facebook.com/bhutanmoaf/photos/a.594862987296735/2761083030674709/?type=3&theater
Bulgaria;BGR;Europe;Public health measures;Strengthening the public health system;31/01/2020;Bulgarian Ntnl. Television;https://www.bnt.bg/en/a/the-bulgarians-arriving-from-wuhan-will-be-placed-under-quarantine
Iran;IRN;Middle East;Public health measures;Health screenings in airports and border crossings;31/01/2020;Iran Government Official Twitter;https://twitter.com/Iran_GOV/status/1223315872808361984?s=20
Iran;IRN;Middle East;Movement restrictions;Visa restrictions;31/01/2020;Iran Government Official Twitter;https://twitter.com/Iran_GOV/status/1223315441814245376?s=20 
Iran;IRN;Middle East;Lockdown;Partial lockdown;31/01/2020;Iran Government Official Twitter;https://twitter.com/Iran_GOV/status/1224402646129369095?s=20
Italy;ITA;Europe;Governance and socio-economic measures;State of emergency declared;31/01/2020;Government;http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-4-marzo-2020/14241
Italy;ITA;Europe;Movement restrictions;International flights suspension;31/01/2020;Forbes;https://www.forbes.com/sites/davekeating/2020/03/12/italy-banned-flights-from-china-before-americait-didnt-work/#6db46084481b
Latvia;LVA;Europe;Public health measures;Strengthening the public health system;31/01/2020;Ministry of Health;https://spkc.gov.lv/lv/aktualitates/preses-relizes/get/nid/763
Marshall Islands;MHL;Pacific;Movement restrictions;Visa restrictions;31/01/2020;US Embassy;https://mh.usembassy.gov/news-events/
Philippines;PHL;Asia;Public health measures;Strengthening the public health system;31/01/2020;PhilHealth;https://www.philhealth.gov.ph/circulars/2020/circ2020-0004.pdf
Philippines;PHL;Asia;Movement restrictions;Visa restrictions;31/01/2020;Department of Health;https://www.doh.gov.ph/doh-press-release/who-declares-2019-nCoV-ARD-public-health-emergency-of-international-concern
Poland;POL;Europe;Public health measures;Strengthening the public health system;31/01/2020;Government;https://www.gov.pl/web/zdrowie/linia-diagnostyczna-koronawirusa-juz-w-polsce
Saint Lucia;LCA;Americas;Public health measures;Strengthening the public health system;31/01/2020;Government;http://www.govt.lc/news/caribbean-tourism-and-health-authorities-proactive-on-coronavirus
Singapore;SGP;Asia;Governance and socio-economic measures;Limit product imports/exports;31/01/2020;HAS;https://www.hsa.gov.sg/announcements/regulatory-updates/import-of-hand-sanitisers-masks-thermometers-and-protective-gear
Thailand;THA;Asia;Public health measures;General recommendations;31/01/2020;Thailand MoPH;https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no8_310163_1.pdf
United States of America;USA;Americas;Governance and socio-economic measures;State of emergency declared;31/01/2020;US State Deparment;https://www.whitehouse.gov/presidential-actions/proclamation-declaring-national-emergency-concerning-novel-coronavirus-disease-covid-19-outbreak/
United States of America;USA;Americas;Movement restrictions;Visa restrictions;31/01/2020;White House;https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-certain-additional-persons-pose-risk-transmitting-2019-novel-coronavirus/
United States of America;USA;Americas;Public health measures;Awareness campaigns;31/01/2020;HHS ;https://www.hhs.gov/about/news/2020/01/31/secretary-azar-declares-public-health-emergency-us-2019-novel-coronavirus.html
Afghanistan;AFG;Asia;Movement restrictions;Border checks ;01/02/2020;US Embassy ;https://af.usembassy.gov/covid-19-information/
Belgium;BEL;Europe;Public health measures;Awareness campaigns;01/02/2020;Government;https://www.info-coronavirus.be/en/
Gambia;GMB;Africa;Governance and socio-economic measures;Emergency administrative structures activated or established;01/02/2020;US Embassy;https://gm.usembassy.gov/u-s-citizen-services/covid-19-information/
Kyrgyzstan;KGZ;Asia;Public health measures;Awareness campaigns;01/02/2020;MoH;http://www.med.kg/en/news/505-coronavirus-prevention-among-the-population-continues.html
Singapore;SGP;Asia;Public health measures;Strengthening the public health system;01/02/2020;Singapore PA;https://www.pa.gov.sg/Newsroom/News/detail/Collection-of-Masks-from-1-Feb-9-Feb-at-RCs-and-CCs
Singapore;SGP;Asia;Public health measures;Awareness campaigns;01/02/2020;Singapore MoH;https://www.moh.gov.sg/covid-19/faqs
Singapore;SGP;Asia;Governance and socio-economic measures;Economic measures;01/02/2020;Singapore MoF;https://www.mof.gov.sg/newsroom/press-releases/government-support-for-firms-and-workers-in-response-to-the-2019-ncov-novel-coronavirus-outbreak
Singapore;SGP;Asia;Governance and socio-economic measures;Economic measures;01/02/2020;Singapore NTUC;https://www.ntuc.org.sg/wps/portal/up2/home/news/mediareleases/mediareleasesdetails?WCM_GLOBAL_CONTEXT=/Content_Library/ntuc/home/about%20ntuc/newsroom/media%20releases/fa696f01-912d-44a3-a374-f2dcb5fedfe2
Sweden;SWE;Europe;Governance and socio-economic measures;Emergency administrative structures activated or established;01/02/2020;Government;https://www.government.se/government-policy/the-governments-work-in-response-to-the-virus-responsible-for-covid-19/
Afghanistan;AFG;Asia;Public health measures;Strengthening the public health system;02/02/2020;Afghanistan MoPH;https://www.facebook.com/af.moph/posts/1011701339199045?__tn__=-R
Afghanistan;AFG;Asia;Public health measures;Isolation and quarantine policies;02/02/2020;Afghanistan MoPH;https://www.facebook.com/af.moph/posts/1011701339199045?__tn__=-R
Bahamas;BHS;Americas;Public health measures;Isolation and quarantine policies;02/02/2020;Ministry of Health;http://www.bahamas.gov.bs/wps/wcm/connect/af8f463e-72e5-4b74-8db6-4dae616da84a/MOH-PSA-n-CoV+resident+return+Final.pdf?MOD=AJPERES
Canada;CAN;Americas;Governance and socio-economic measures;Emergency administrative structures activated or established;02/02/2020;Prime Minister of Canada;https://pm.gc.ca/en/news/readouts/2020/02/02/prime-minister-justin-trudeau-convenes-incident-response-group-update
Indonesia;IDN;Asia;Public health measures;Isolation and quarantine policies;02/02/2020;Indonesia MoFA;https://kemlu.go.id/portal/id/read/1128/siaran_pers/pernyataan-pers-kemlu-tentang-update-pemulangan-wni-dari-wuhan-serta-kebijakan-pemri-mengenai-pendatangtraveler-dari-rrt 
Indonesia;IDN;Asia;Movement restrictions;Visa restrictions;02/02/2020;Indonesia MoFA;https://kemlu.go.id/portal/id/read/1128/siaran_pers/pernyataan-pers-kemlu-tentang-update-pemulangan-wni-dari-wuhan-serta-kebijakan-pemri-mengenai-pendatangtraveler-dari-rrt 
Indonesia;IDN;Asia;Public health measures;General recommendations;02/02/2020;Indonesia MoFA;https://kemlu.go.id/portal/id/read/1128/siaran_pers/pernyataan-pers-kemlu-tentang-update-pemulangan-wni-dari-wuhan-serta-kebijakan-pemri-mengenai-pendatangtraveler-dari-rrt 
Mauritius;MUS;Africa;Movement restrictions;Visa restrictions;02/02/2020;Mauritius MoHW;http://health.govmu.org/English/Documents/corona/Communique.docx 
Mauritius;MUS;Africa;Public health measures;Isolation and quarantine policies;02/02/2020;Mauritius MoHW;http://health.govmu.org/English/Documents/corona/Communique.docx 
Philippines;PHL;Asia;Movement restrictions;Visa restrictions;02/02/2020;Department of Foreign Affairs;https://dfa.gov.ph/dfa-news/statements-and-advisoriesupdate/25819-public-advisory-on-the-temporary-suspension-of-visa-issuance-to-travelers-from-china-and-its-special-administrative-regions
Singapore;SGP;Asia;Movement restrictions;Visa restrictions;02/02/2020;Singapore MoH;https://www.moh.gov.sg/news-highlights/details/extension-of-precautionary-measures-to-minimise-risk-of-community-spread-in-singapore
Singapore;SGP;Asia;Governance and socio-economic measures;Economic measures;02/02/2020;Singapore STB;https://www.stb.gov.sg/content/stb/en/media-centre/media-releases/stb-unveils-targetedmeasurestosupporttourismbusinessesaffectedby.html.html
China;CHN;Asia;Public health measures;Strengthening the public health system;03/02/2020;NHC of the PRC;http://en.nhc.gov.cn/2020-03/17/c_77834.htm
Hungary;HUN;Europe;Public health measures;Awareness campaigns;03/02/2020;Official Website;http://abouthungary.hu/news-in-brief/hungarys-28-point-action-plan-to-fight-the-coronavirus/
Hungary;HUN;Europe;Public health measures;Health screenings in airports and border crossings;03/02/2020;Official Website;http://abouthungary.hu/news-in-brief/hungarys-28-point-action-plan-to-fight-the-coronavirus/
Israel;ISR;Middle East;Public health measures;Isolation and quarantine policies;03/02/2020;MoH;https://www.gov.il/en/departments/news/08022020_1
Israel;ISR;Middle East;Movement restrictions;Border closure ;03/02/2020;MoH;https://www.gov.il/en/departments/news/08022020_1
Israel;ISR;Middle East;Movement restrictions;Surveillance and monitoring;03/02/2020;MoH;https://www.gov.il/en/departments/news/08022020_1
Israel;ISR;Middle East;Public health measures;Awareness campaigns;03/02/2020;MoH;https://www.gov.il/en/departments/news/08022020_1
Palestine;PSE;Middle East;Public health measures;Strengthening the public health system;03/02/2020;Minstry of Health;http://site.moh.ps/index/ArticleView/ArticleId/4829/Language/ar
Seychelles;SYC;Africa;Public health measures;Isolation and quarantine policies;03/02/2020;DFA and ANHRD;http://www.mfa.gov.sc/static.php?content_id=36&news_id=1964
Singapore;SGP;Asia;Public health measures;General recommendations;03/02/2020;Singapore NEA;https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/advisories/general-sanitation-and-hygiene-advisory-for-premises-owners-and-operators
Singapore;SGP;Asia;Public health measures;Testing policy;03/02/2020;Singapore ECDA;https://www.ecda.gov.sg/PressReleases/Pages/Advisory-to%20Parents-Precautionary%20Measures%20In%20Preschools.aspx
Singapore;SGP;Asia;Public health measures;Isolation and quarantine policies;03/02/2020;Singapore MoM;https://www.mom.gov.sg/newsroom/press-releases/2020/0203-joint-press-release-by-mnd-moe-and-mom-on-persons-on-hqo-and-loa
Tunisia;TUN;Africa;Public health measures;Isolation and quarantine policies;03/02/2020;ONMNE;https://www.facebook.com/ONMNE/photos/pcb.2701056293307213/2701055966640579/?type=3&theater
Viet Nam;VNM;Asia;Public health measures;Isolation and quarantine policies;03/02/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/VN-to-quarantine-all-travellers-from-coronavirusaffected-areas/20202/38646.vgp
Viet Nam;VNM;Asia;Movement restrictions;Surveillance and monitoring;03/02/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/VN-to-quarantine-all-travellers-from-coronavirusaffected-areas/20202/38646.vgp
Viet Nam;VNM;Asia;Public health measures;Other public health measures enforced;03/02/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/VN-to-quarantine-all-travellers-from-coronavirusaffected-areas/20202/38646.vgp
Afghanistan;AFG;Asia;Public health measures;Awareness campaigns;04/02/2020;Afghanistan MoPH;https://www.facebook.com/af.moph/posts/1013023885733457?__tn__=-R
Afghanistan;AFG;Asia;Public health measures;Strengthening the public health system;04/02/2020;Afghanistan MoPH;https://www.facebook.com/af.moph/posts/1013057475730098?__tn__=-R
Barbados;BRB;Americas;Public health measures;Awareness campaigns;04/02/2020;MoH;https://gisbarbados.gov.bb/blog/health-minister-lauds-efforts-to-address-coronavirus/
Belize;BLZ;Americas;Public health measures;Awareness campaigns;04/02/2020;MoH;http://health.gov.bz/www/component/content/article/177-general-health/1007-ministry-of-health-update-no-3-novel-coronavirus-2019-ncov
Hungary;HUN;Europe;Governance and socio-economic measures;Emergency administrative structures activated or established;04/02/2020;Official Website;http://abouthungary.hu/news-in-brief/hungarys-28-point-action-plan-to-fight-the-coronavirus/
Israel;ISR;Middle East;Public health measures;Strengthening the public health system;04/02/2020;MoH;https://www.gov.il/en/departments/news/08022020_1
Japan;JPN;Asia;Movement restrictions;International flights suspension;04/02/2020;Japan MoFA;https://www.mofa.go.jp/press/kaiken/kaiken4e_000747.html
Kyrgyzstan;KGZ;Asia;Public health measures;Awareness campaigns;04/02/2020;MoH;http://www.med.kg/en/news/497-information-campaign-on-prevention-of-coronavirus.html
Montenegro;MNE;Europe;Movement restrictions;Domestic travel restrictions;04/02/2020;Government of Montenegro;http://www.gov.me/en/News/223535/National-Coordination-Body-agrees-to-ease-restrictions-on-movement-on-weekends-extends-several-temporary-measures-adopted-in-mid.html
Morocco;MAR;Africa;Public health measures;Health screenings in airports and border crossings;04/02/2020;Département de la Communication Morocco;http://www.maroc.ma/en/news/no-case-coronavirus-reported-so-far-morocco-official
Morocco;MAR;Africa;Public health measures;Strengthening the public health system;04/02/2020;Département de la Communication Morocco;http://www.maroc.ma/en/news/no-case-coronavirus-reported-so-far-morocco-official
Morocco;MAR;Africa;Public health measures;Awareness campaigns;04/02/2020;Département de la Communication Morocco;http://www.maroc.ma/en/news/no-case-coronavirus-reported-so-far-morocco-official
Saint Lucia;LCA;Americas;Movement restrictions;Visa restrictions;04/02/2020;US Embassy;https://bb.usembassy.gov/u-s-citizen-services/covid-19-information/
Saint Lucia;LCA;Americas;Movement restrictions;Visa restrictions;04/02/2020;Government;http://www.govt.lc/news/saint-lucia-imposes-travel-restrictions-on-travellers-from-china
Singapore;SGP;Asia;Social distancing;Limit public gatherings;04/02/2020;Singapore MoH;https://www.moh.gov.sg/news-highlights/details/confirmed-cases-of-local-transmission-of-novel-coronavirus-infection-in-singapore
Singapore;SGP;Asia;Public health measures;Awareness campaigns;04/02/2020;Singapore NEA;https://www.nea.gov.sg/our-services/public-cleanliness/environmental-cleaning-guidelines/guidelines/interim-list-of-household-products-and-active-ingredients-for-disinfection-of-covid-19
Thailand;THA;Asia;Public health measures;Strengthening the public health system;04/02/2020;Thailand MoPH;https://ddc.moph.go.th/viralpneumonia/eng/file/news/news_no11_030263.pdf
United States of America;USA;Americas;Public health measures;Strengthening the public health system;04/02/2020;CDC;https://tools.cdc.gov/medialibrary/index.aspx#/media/id/403850
United States of America;USA;Americas;Governance and socio-economic measures;Emergency administrative structures activated or established;04/02/2020;FDA;https://www.fda.gov/news-events/press-announcements/fda-takes-significant-step-coronavirus-response-efforts-issues-emergency-use-authorization-first
Viet Nam;VNM;Asia;Public health measures;Strengthening the public health system;04/02/2020;VGP News (Online Newspaper of the Government);http://news.chinhphu.vn/Home/Latest-update-on-Govt-responses-to-COVID19-epidemic/20203/39050.vgp
Barbados;BRB;Americas;Movement restrictions;Surveillance and monitoring;05/02/2020;US Embassy;https://bb.usembassy.gov/u-s-citizen-services/covid-19-information/
Barbados;BRB;Americas;Public health measures;Health screenings in airports and border crossings;05/02/2020;MoH;https://gisbarbados.gov.bb/blog/bdf-to-help-assist-port-health-officers-combat-coronavirus/
Barbados;BRB;Americas;Public health measures;Strengthening the public health system;05/02/2020;MoH;https://gisbarbados.gov.bb/blog/health-minister-lauds-efforts-to-address-coronavirus/
Hungary;HUN;Europe;Public health measures;Health screenings in airports and border crossings;05/02/2020;Official Website;http://abouthungary.hu/news-in-brief/quarantined-patients-are-in-good-health/
Indonesia;IDN;Asia;Movement restrictions;International flights suspension;05/02/2020;Indonesia MoFA;https://kemlu.go.id/portal/id/read/1128/siaran_pers/pernyataan-pers-kemlu-tentang-update-pemulangan-wni-dari-wuhan-serta-kebijakan-pemri-mengenai-pendatangtraveler-dari-rrt 
Italy;ITA;Europe;Governance and socio-economic measures;Emergency administrative structures activated or established;05/02/2020;Ministry of Health;http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4544
Mauritania;MRT;Africa;Public health measures;Health screenings in airports and border crossings;05/02/2020;Ministry of Health;http://www.sante.gov.mr/?p=3540
Mauritania;MRT;Africa;Public health measures;Isolation and quarantine policies;05/02/2020;Ministry of Health;http://www.sante.gov.mr/?p=3540
Micronesia;FSM;Pacific;Governance and socio-economic measures;State of emergency declared;05/02/2020;Ministry of Foreign Affairs - Italy;http://www.viaggiaresicuri.it/country/FSM
